"","Unique.Id","indicator_id","geo_type_id","measurement_type_id","internal_id","subtopic_id","name","Measure","geo_type_name","description","geo_entity_id","geo_entity_name","year_description","data_value","lon","lat"
"69","410926",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",403,"Flushing - Clearview","Annual Average 2016",7.22,-73.777482,40.7593085
"70","410929",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",405,"Ridgewood - Forest Hills","Annual Average 2016",7.56,-73.8442894,40.7219087
"71","410932",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",407,"Southwest Queens","Annual Average 2016",7.02,-73.7948516,40.7282239
"72","410935",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",408,"Jamaica","Annual Average 2016",6.99,-73.7889689,40.702677
"73","410938",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",409,"Southeast Queens","Annual Average 2016",6.51,-73.8398084,40.6572736
"74","410941",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",410,"Rockaways","Annual Average 2016",5.98,-73.7977928,40.592658
"75","410944",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",305307,"Upper East Side-Gramercy","Annual Average 2016",9.86,-73.9582308,40.7693371
"76","410947",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",306308,"Chelsea-Village  ","Annual Average 2016",10.05,-74.0013737,40.7465004
"77","410950",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",309310,"Union Square-Lower Manhattan","Annual Average 2016",9.18,-73.9910835,40.7358633
"78","410953",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",404406,"Bayside Little Neck-Fresh Meadows","Annual Average 2016",6.94,-73.7683627,40.7601388
"79","410956",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",501502,"Northern SI","Annual Average 2016",6.97,-74.1075022,40.6125128
"80","410959",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",503504,"Southern SI","Annual Average 2016",6.78,-74.0006686,40.7208595
"81","410962",365,4,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","UHF34","Neighborhood (UHF 34)",105106107,"South Bronx","Annual Average 2016",8.21,-73.9184261,40.81767
"82","410968",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",101,"Financial District (CD1)","Annual Average 2016",9.56,-74.0082787,40.7077143
"83","410971",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",102,"Greenwich Village and Soho (CD2)","Annual Average 2016",9.53,-73.9979716,40.7278058
"84","410974",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",103,"Lower East Side and Chinatown (CD3)","Annual Average 2016",8.9,-73.9970307,40.7157509
"85","410977",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",104,"Clinton and Chelsea (CD4)","Annual Average 2016",9.76,-73.9915613,40.7575867
"86","410980",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",105,"Midtown (CD5)","Annual Average 2016",11.34,-73.9840195,40.7549309
"87","410983",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",106,"Stuyvesant Town and Turtle Bay (CD6)","Annual Average 2016",10.21,-73.9772417,40.7336112
"88","410986",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",107,"Upper West Side (CD7)","Annual Average 2016",8.49,-73.9753676,40.7870106
"89","410989",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",108,"Upper East Side (CD8)","Annual Average 2016",9.1,-73.9565551,40.7735649
"90","410992",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",109,"Morningside Heights and Hamilton Heights (CD9)","Annual Average 2016",8.01,-73.957341,40.815638
"91","410995",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",110,"Central Harlem (CD10)","Annual Average 2016",7.89,-73.9499018,40.7973402
"92","410998",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",111,"East Harlem (CD11)","Annual Average 2016",8.17,-73.9428147,40.8002976
"93","411001",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",112,"Washington Heights and Inwood (CD12)","Annual Average 2016",7.79,-73.9216022,40.8655733
"94","411004",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",201,"Mott Haven and Melrose (CD1)","Annual Average 2016",8.55,-73.9128734,40.8196463
"95","411007",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",202,"Hunts Point and Longwood (CD2)","Annual Average 2016",8.49,-73.8920959,40.8211124
"96","411010",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",203,"Morrisania and Crotona (CD3)","Annual Average 2016",7.85,-73.8904307,40.8462275
"97","411013",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",204,"Highbridge and Concourse (CD4)","Annual Average 2016",8.25,-73.9271294,40.836916
"98","411016",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",205,"Fordham and University Heights (CD5)","Annual Average 2016",8.34,-73.9129619,40.861927
"99","411019",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",206,"Belmont and East Tremont (CD6)","Annual Average 2016",7.96,-73.864427,40.8410515
"100","411022",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",207,"Kingsbridge Heights and Bedford (CD7)","Annual Average 2016",7.78,-73.9006631,40.8776345
"101","411025",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",208,"Riverdale and Fieldston (CD8)","Annual Average 2016",7.49,-73.9069954,40.8859211
"102","411028",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",209,"Parkchester and Soundview (CD9)","Annual Average 2016",7.6,-73.8566087,40.8382522
"103","411031",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",210,"Throgs Neck and Co-op City (CD10)","Annual Average 2016",7.51,-73.8213213,40.818399
"104","411034",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",211,"Morris Park and Bronxdale (CD11)","Annual Average 2016",7.4,-73.8596912,40.8476095
"105","411037",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",212,"Williamsbridge and Baychester (CD12)","Annual Average 2016",7.46,-73.8566087,40.8776859
"106","411040",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",301,"Greenpoint and Williamsburg (CD1)","Annual Average 2016",9.55,-73.9515032,40.7304701
"107","411043",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",302,"Fort Greene and Brooklyn Heights (CD2)","Annual Average 2016",8.83,-73.9741874,40.6920638
"108","411046",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",303,"Bedford Stuyvesant (CD3)","Annual Average 2016",8.09,-73.9417735,40.6872176
"109","411049",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",304,"Bushwick (CD4)","Annual Average 2016",8.07,-73.9170604,40.6957755
"110","411052",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",305,"East New York and Starrett City (CD5)","Annual Average 2016",7.73,-73.880203,40.6489978
"111","411055",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",306,"Park Slope and Carroll Gardens (CD6)","Annual Average 2016",8.86,-73.9814228,40.6710672
"112","411058",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",307,"Sunset Park (CD7)","Annual Average 2016",8.52,-74.0157776,40.64655
"113","411061",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",308,"Crown Heights and Prospect Heights (CD8)","Annual Average 2016",7.98,-73.9422324,40.6694022
"114","411064",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",309,"South Crown Heights and Lefferts Gardens (CD9)","Annual Average 2016",7.77,-73.9425224,40.6658465
"115","411067",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",310,"Bay Ridge and Dyker Heights (CD10)","Annual Average 2016",7.39,-74.0074524,40.6202809
"116","411070",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",311,"Bensonhurst (CD11)","Annual Average 2016",7.03,-73.9921833,40.6139307
"117","411073",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",312,"Borough Park (CD12)","Annual Average 2016",7.49,-73.9921028,40.6350319
"118","411076",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",313,"Coney Island (CD13)","Annual Average 2016",6.65,-73.9748754,40.5742632
"119","411079",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",314,"Flatbush and Midwood (CD14)","Annual Average 2016",7.45,-73.96151,40.629722
"120","411082",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",315,"Sheepshead Bay (CD15)","Annual Average 2016",6.78,-73.9457538,40.5953955
"121","411085",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",316,"Brownsville (CD16)","Annual Average 2016",7.97,-73.9125304,40.665214
"122","411088",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",317,"East Flatbush (CD17)","Annual Average 2016",7.79,-73.9299899,40.6481656
"123","411091",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",318,"Flatlands and Canarsie (CD18)","Annual Average 2016",7.08,-73.9032937,40.6419051
"124","411094",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",401,"Long Island City and Astoria (CD1)","Annual Average 2016",7.82,-73.9234619,40.7643574
"125","411097",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",402,"Woodside and Sunnyside (CD2)","Annual Average 2016",9.27,-73.9036487,40.7512123
"126","411100",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",403,"Jackson Heights (CD3)","Annual Average 2016",7.27,-73.8830701,40.7556818
"127","411103",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",404,"Elmhurst and Corona (CD4)","Annual Average 2016",7.71,-73.8801301,40.737975
"128","411106",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",405,"Ridgewood and Maspeth (CD5)","Annual Average 2016",7.97,-73.9018292,40.7043986
"129","411109",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",406,"Rego Park and Forest Hills (CD6)","Annual Average 2016",7.5,-73.8624893,40.7255722
"130","411112",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",407,"Flushing and Whitestone (CD7)","Annual Average 2016",7.26,-73.833079,40.7674987
"131","411115",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",408,"Hillcrest and Fresh Meadows (CD8)","Annual Average 2016",7.01,-73.8001762,40.7229706
"132","411118",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",409,"Kew Gardens and Woodhaven (CD9)","Annual Average 2016",7.29,-73.8272029,40.705695
"133","411121",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",410,"South Ozone Park and Howard Beach (CD10)","Annual Average 2016",6.85,-73.8124984,40.6764003
"134","411124",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",411,"Bayside and Little Neck (CD11)","Annual Average 2016",6.87,-73.7654367,40.7585569
"135","411127",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",412,"Jamaica and Hollis (CD12)","Annual Average 2016",6.98,-73.771711,40.7102714
"136","411130",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",413,"Queens Village (CD13)","Annual Average 2016",6.53,-73.7419017,40.7156628
"137","411133",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",414,"Rockaway and Broad Channel (CD14)","Annual Average 2016",5.98,-73.8213213,40.6158335
"138","411136",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",501,"St. George and Stapleton (CD1)","Annual Average 2016",7.11,-74.0799469,40.6427017
"139","411139",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",502,"South Beach and Willowbrook (CD2)","Annual Average 2016",6.89,-80.1340772,25.7826123
"140","411142",365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",503,"Tottenville and Great Kills (CD3)","Annual Average 2016",6.62,-74.2355404,40.5083408
"141","410965",365,6,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","Citywide","Citywide",1,"New York City","Annual Average 2016",7.45,-74.0059728,40.7127753
